Date,Open,High,Low,Close,Adj Close,Volume,Change,Price-Change,Amplitude
2000-01-04,18937.44922,19187.60938,18937.44922,19002.85938,19002.85938,37500000.0,0.0,0.0,0.0
2000-01-05,19003.50977,19003.50977,18221.82031,18542.55078,18542.55078,39300000.0,-460.3085938,-0.024223123,0.04113536
2000-01-06,18574.00977,18582.74023,18168.26953,18168.26953,18168.26953,37500000.0,-374.28125,-0.020184993,0.02235241
2000-01-07,18194.05078,18285.73047,18068.09961,18193.41016,18193.41016,38600000.0,25.140625,0.001383766,0.011978623
2000-01-11,18246.09961,18887.56055,18246.09961,18850.91992,18850.91992,38500000.0,657.5097656,0.036139996,0.035257873
2000-01-12,18780.16992,18811.86914,18626.91992,18677.41992,18677.41992,38100000.0,-173.5,-0.009203795,0.009811151
2000-01-13,18667.17969,18845.0293,18667.17969,18833.28906,18833.28906,37200000.0,155.8691406,0.008345325,0.009522172
2000-01-14,18882.99023,19058.01953,18733.83008,18956.55078,18956.55078,39600000.0,123.2617188,0.006544885,0.01721364
2000-01-17,19025.61914,19442.58008,19025.61914,19437.23047,19437.23047,39400000.0,480.6796875,0.025356917,0.021995612
2000-01-18,19412.4707,19412.4707,19145.16992,19196.57031,19196.57031,37300000.0,-240.6601563,-0.012381402,0.013751999
2000-01-19,19181.86914,19181.86914,18897.75,18897.75,18897.75,38600000.0,-298.8203125,-0.015566339,0.014800516
2000-01-20,18930.25977,19167.0293,18921.10938,19008.00977,19008.00977,39000000.0,110.2597656,0.005834545,0.013013185
2000-01-21,18994.89063,18994.89063,18713.16992,18878.08984,18878.08984,38500000.0,-129.9199219,-0.006835009,0.014821157
2000-01-24,18878.46094,19124.57031,18877.13086,19056.71094,19056.71094,37500000.0,178.6210938,0.00946182,0.013107229
2000-01-25,19004.39063,19131.18945,18815.36914,18895.5293,18895.5293,37600000.0,-161.1816406,-0.008457999,0.016572656
2000-01-26,18982.83984,19145.90039,18982.83984,19111.18945,19111.18945,39400000.0,215.6601563,0.01141329,0.008629583
2000-01-27,19125.61914,19238.08008,18971.67969,19209.7207,19209.7207,38000000.0,98.53125,0.005155684,0.013939498
2000-01-28,19261.00977,19595.83008,19237.49023,19434.7793,19434.7793,37300000.0,225.0585938,0.01171587,0.018654089
2000-01-31,19375.10938,19539.69922,19224.4707,19539.69922,19539.69922,36000000.0,104.9199219,0.005398565,0.016219815
2000-02-01,19536.67969,19553.67969,19266.96094,19423.38086,19423.38086,37000000.0,-116.3183594,-0.005952925,0.014673652
2000-02-02,19522.33008,19860.25977,19522.33008,19578.91016,19578.91016,36300000.0,155.5292969,0.008007324,0.017398088
2000-02-03,19648.34961,19878.83008,19648.34961,19786.41992,19786.41992,37200000.0,207.5097656,0.010598637,0.011771874
2000-02-04,19866.18945,20011.91016,19752.11914,19763.13086,19763.13086,37200000.0,-23.2890625,-0.001177023,0.013129764
2000-02-07,19832.75977,19948.59961,19780.56055,19945.42969,19945.42969,38400000.0,182.2988281,0.009224188,0.008502654
2000-02-08,19955.30078,19983.43945,19834.81055,19868.88086,19868.88086,39800000.0,-76.54882813,-0.003837913,0.007451778
2000-02-09,19930.41016,20046.14063,19925.64063,20007.76953,20007.76953,37800000.0,138.8886719,0.006990261,0.00606476
2000-02-10,19915.5293,19915.56055,19710.01953,19710.01953,19710.01953,39000000.0,-297.75,-0.014881719,0.01027306
2000-02-14,19698.57031,19748.41992,19556.46094,19556.46094,19556.46094,36700000.0,-153.5585938,-0.00779089,0.009739157
2000-02-15,19587.82031,19689.16016,19331.05078,19367.83008,19367.83008,37200000.0,-188.6308594,-0.00964545,0.018311563
2000-02-16,19418.56055,19612.59961,19300.14063,19599.17969,19599.17969,37500000.0,231.3496094,0.011945045,0.016132885
2000-02-17,19646.36914,19803.68945,19518.08008,19791.40039,19791.40039,39200000.0,192.2207031,0.009807589,0.014572517
2000-02-18,19852.17969,19862.93945,19670.05078,19789.0293,19789.0293,39700000.0,-2.37109375,-0.000119804,0.009746085
2000-02-21,19736.15039,19763.50977,19543.75,19543.75,19543.75,36200000.0,-245.2792969,-0.012394711,0.011105131
2000-02-22,19553.61914,19712.36914,19353.40039,19390.58008,19390.58008,38000000.0,-153.1699219,-0.007837284,0.018367445
2000-02-23,19439.16992,19527.78906,19373.03906,19519.55078,19519.55078,36300000.0,128.9707031,0.006651204,0.007980679
2000-02-24,19616.25977,19698.94922,19558.03906,19571.43945,19571.43945,37900000.0,51.88867188,0.002658292,0.007218924
2000-02-25,19623.38086,19817.88086,19539.0,19817.88086,19817.88086,37100000.0,246.4414063,0.01259189,0.014249379
2000-02-28,19783.43945,19904.85938,19713.85938,19720.09961,19720.09961,39000000.0,-97.78125,-0.004933991,0.009637761
2000-02-29,19761.51953,19978.75,19747.01953,19959.51953,19959.51953,38800000.0,239.4199219,0.012140908,0.011750979
2000-03-01,20030.08008,20165.50977,20007.64063,20081.66992,20081.66992,39700000.0,122.1503906,0.006119906,0.007909466
2000-03-02,20097.58984,20202.96094,19903.28906,20065.10938,20065.10938,37900000.0,-16.56054688,-0.00082466,0.014922657
2000-03-03,20023.03906,20034.59961,19859.41992,19927.53906,19927.53906,38200000.0,-137.5703125,-0.006856195,0.008730562
2000-03-06,20041.48047,20160.0293,19742.58008,19796.34961,19796.34961,37800000.0,-131.1894531,-0.006583324,0.020948358
2000-03-07,19802.53906,19944.24023,19704.23047,19944.24023,19944.24023,39000000.0,147.890625,0.007470601,0.012123941
2000-03-08,19856.36914,19856.36914,19692.03906,19766.80078,19766.80078,36400000.0,-177.4394531,-0.008896777,0.008239475
2000-03-09,19751.7207,19885.53906,19614.82031,19662.33008,19662.33008,39500000.0,-104.4707031,-0.00528516,0.013695628
2000-03-10,19734.83984,19982.43945,19686.5,19750.40039,19750.40039,38500000.0,88.0703125,0.004479139,0.015051088
2000-03-13,19731.5,19760.34961,19060.08008,19189.92969,19189.92969,39000000.0,-560.4707031,-0.028377688,0.035455966
2000-03-14,19139.57031,19335.2207,18956.25,19141.83984,19141.83984,36900000.0,-48.08984375,-0.002505994,0.019748415
2000-03-15,19120.06055,19120.06055,18765.88086,19078.59961,19078.59961,36600000.0,-63.24023438,-0.00330377,0.018502907
2000-03-16,19095.63086,19313.17969,18892.25977,19253.23047,19253.23047,38500000.0,174.6308594,0.009153233,0.022062412
2000-03-17,19335.59961,19573.48047,19335.59961,19566.32031,19566.32031,37900000.0,313.0898438,0.016261678,0.012355374
2000-03-21,19598.5293,19602.35938,19455.10938,19602.35938,19602.35938,38500000.0,36.0390625,0.001841893,0.007525687
2000-03-22,19612.23047,19734.42969,19602.88086,19733.58984,19733.58984,37000000.0,131.2304688,0.006694626,0.006710867
2000-03-23,19749.50977,19762.30078,19568.76953,19704.59961,19704.59961,36300000.0,-28.99023438,-0.001469081,0.009807199
2000-03-24,19752.16016,20012.41016,19697.57031,19958.08008,19958.08008,36600000.0,253.4804688,0.012864025,0.015977987
2000-03-27,19976.14063,20295.68945,19880.10938,20281.0293,20281.0293,38900000.0,322.9492188,0.016181377,0.020822648
2000-03-28,20273.67969,20388.17969,20014.08008,20374.33984,20374.33984,36300000.0,93.31054688,0.004600878,0.01844579
2000-03-29,20406.56055,20809.17969,20406.56055,20706.65039,20706.65039,37100000.0,332.3105469,0.016310249,0.019761089
2000-03-30,20706.44922,20809.78906,20439.43945,20441.5,20441.5,37400000.0,-265.1503906,-0.012805084,0.017885539
2000-03-31,20371.07031,20550.09961,20259.34961,20337.32031,20337.32031,38600000.0,-104.1796875,-0.00509648,0.014223516
2000-04-03,20327.78906,20726.99023,20271.91992,20726.99023,20726.99023,37700000.0,389.6699219,0.019160338,0.02237612
2000-04-04,20747.82031,20747.82031,20536.33008,20594.92969,20594.92969,39100000.0,-132.0605469,-0.006371429,0.010203615
2000-04-05,20546.59961,20654.63086,20311.78906,20462.76953,20462.76953,39600000.0,-132.1601563,-0.006417121,0.016646903
2000-04-06,20476.23047,20556.9707,20171.61914,20223.60938,20223.60938,39700000.0,-239.1601563,-0.011687575,0.018831838
2000-04-07,20269.58984,20463.66992,20252.81055,20252.81055,20252.81055,36100000.0,29.20117188,0.001443915,0.010426397
2000-04-10,20368.81055,20640.10938,20368.81055,20619.06055,20619.06055,37400000.0,366.25,0.01808391,0.013395614
2000-04-11,20544.40039,20656.86914,20516.93945,20522.51953,20522.51953,38200000.0,-96.54101563,-0.004682125,0.006786424
2000-04-12,20475.96094,20833.21094,20436.74023,20833.21094,20833.21094,36100000.0,310.6914063,0.015139048,0.019318812
2000-04-13,20736.40039,20736.40039,20385.16016,20526.41992,20526.41992,38800000.0,-306.7910156,-0.014726055,0.01685963
2000-04-14,20456.48047,20604.36914,20330.89063,20434.67969,20434.67969,39300000.0,-91.74023438,-0.004469373,0.013323245
2000-04-17,20341.5,20341.5,18603.86914,19008.64063,19008.64063,39800000.0,-1426.039063,-0.069785242,0.085033428
2000-04-18,19089.0,19330.40039,18547.38086,18969.51953,18969.51953,37700000.0,-39.12109375,-0.002058069,0.041192821
2000-04-19,18998.06055,19192.63086,18794.48047,19086.61914,19086.61914,38300000.0,117.0996094,0.00617304,0.020988955
2000-04-20,19041.5293,19382.43945,18959.32031,18959.32031,18959.32031,37000000.0,-127.2988281,-0.006669533,0.022168365
2000-04-21,19050.67969,19269.06055,18091.09961,18252.67969,18252.67969,37800000.0,-706.640625,-0.037271411,0.062130969
2000-04-24,18247.48047,18987.33984,18247.48047,18480.15039,18480.15039,38100000.0,227.4707031,0.012462318,0.040534288
2000-04-25,18433.30078,18630.30078,18176.83008,18272.33008,18272.33008,39500000.0,-207.8203125,-0.011245596,0.024538258
2000-04-26,18326.90039,18439.17969,17948.35938,18134.31055,18134.31055,39800000.0,-138.0195313,-0.007553472,0.026861397
2000-04-27,18122.69922,18245.43945,18012.41016,18019.16992,18019.16992,37600000.0,-115.140625,-0.006349325,0.012850188
2000-04-28,18035.53906,18137.00977,17926.42969,17973.69922,17973.69922,39600000.0,-45.47070313,-0.002523463,0.011686447
2000-05-01,17979.25,18403.08008,17979.25,18403.08008,18403.08008,39400000.0,429.3808594,0.023889398,0.02358057
2000-05-02,18497.51953,18586.16016,18428.91992,18439.35938,18439.35938,37200000.0,36.27929688,0.001971371,0.008544235
2000-05-08,18465.71094,18475.44922,18189.80078,18199.96094,18199.96094,38800000.0,-239.3984375,-0.012983013,0.015491234
2000-05-09,18152.36914,18152.36914,17804.03906,17844.53906,17844.53906,39600000.0,-355.421875,-0.019528716,0.019139056
2000-05-10,17799.21094,17803.43945,17393.58984,17701.4707,17701.4707,37400000.0,-143.0683594,-0.008017487,0.022967789
2000-05-11,17605.65039,17605.65039,16779.41992,16882.46094,16882.46094,38900000.0,-819.0097656,-0.046267894,0.046675809
2000-05-12,16963.86914,17362.19922,16963.86914,17357.85938,17357.85938,39300000.0,475.3984375,0.028159309,0.023594314
2000-05-15,17396.44922,17396.44922,17192.71094,17313.68945,17313.68945,39000000.0,-44.16992188,-0.002544664,0.011737523
2000-05-16,17342.83984,17558.50977,17283.51953,17551.25,17551.25,39300000.0,237.5605469,0.013720966,0.015882821
2000-05-17,17588.81055,17691.39063,17348.88086,17404.0293,17404.0293,37800000.0,-147.2207031,-0.008388047,0.019514836
2000-05-18,17365.08984,17365.08984,16971.82031,17031.63086,17031.63086,39200000.0,-372.3984375,-0.021397254,0.022596465
2000-05-19,16960.28906,16960.28906,16572.05078,16858.16992,16858.16992,37300000.0,-173.4609375,-0.010184635,0.022795132
2000-05-22,16802.66016,16802.66016,16174.40039,16386.00977,16386.00977,37200000.0,-472.1601563,-0.028007794,0.037267377
2000-05-23,16345.25977,16493.69922,16169.92969,16318.73047,16318.73047,36500000.0,-67.27929688,-0.004105899,0.0197589
2000-05-24,16237.87988,16261.33008,15876.33984,16044.44043,16044.44043,39200000.0,-274.2900391,-0.016808295,0.023591923
2000-05-25,16090.36035,16374.05957,16090.36035,16247.82031,16247.82031,38800000.0,203.3798828,0.012676035,0.017682089
2000-05-26,16219.01953,16219.01953,15870.25,16008.13965,16008.13965,38600000.0,-239.6806641,-0.014751558,0.02146562
2000-05-29,16028.75977,16245.44043,16028.75977,16245.44043,16245.44043,38200000.0,237.3007813,0.014823758,0.013535656
2000-05-30,16275.95996,16485.53906,16210.04004,16228.90039,16228.90039,39400000.0,-16.54003906,-0.001018134,0.016958544
2000-05-31,16274.13965,16538.66992,16224.05957,16332.4502,16332.4502,37700000.0,103.5498047,0.00638058,0.019385808
2000-06-01,16320.08008,16694.30078,16320.08008,16694.30078,16694.30078,39200000.0,361.8505859,0.022155315,0.022912711
2000-06-02,16682.25,16941.41992,16682.25,16800.06055,16800.06055,39300000.0,105.7597656,0.006335082,0.015524455
2000-06-05,16842.03906,17261.86914,16842.03906,17201.78906,17201.78906,39300000.0,401.7285156,0.023912325,0.024989796
