Date,Open,High,Low,Close,Volume,Change,Price-Change,Amplitude
31/12/1999,1464.469971,1472.420044,1458.189941,1469.25,374050000,0,0,0
3/1/2000,1469.25,1478,1438.359985,1455.219971,931800000,-14.0300293,-0.00954911,0.026979762
4/1/2000,1455.219971,1455.219971,1397.430054,1399.420044,1009000000,-55.79992676,-0.038344668,0.039712152
5/1/2000,1399.420044,1413.27002,1377.680054,1402.109985,1085500000,2.689941406,0.001922183,0.025431939
6/1/2000,1402.109985,1411.900024,1392.099976,1403.449951,1092300000,1.33996582,0.000955678,0.014121609
7/1/2000,1403.449951,1441.469971,1400.72998,1441.469971,1225200000,38.02001953,0.027090399,0.02902846
10/1/2000,1441.469971,1464.359985,1441.469971,1457.599976,1064800000,16.13000488,0.011189969,0.015879633
11/1/2000,1457.599976,1458.660034,1434.420044,1438.560059,1014000000,-19.03991699,-0.013062512,0.01663007
12/1/2000,1438.560059,1442.599976,1427.079956,1432.25,974600000,-6.310058594,-0.004386371,0.010788579
13/1/2000,1432.25,1454.199951,1432.25,1449.680054,1030400000,17.43005371,0.012169701,0.015325503
14/1/2000,1449.680054,1473,1449.680054,1465.150024,1085900000,15.4699707,0.0106713,0.016086271
18/1/2000,1465.150024,1465.150024,1451.300049,1455.140015,1056700000,-10.01000977,-0.006832072,0.00945294
19/1/2000,1455.140015,1461.390015,1448.680054,1455.900024,1087800000,0.760009766,0.000522293,0.008734528
20/1/2000,1455.900024,1465.709961,1438.540039,1445.569946,1100700000,-10.33007813,-0.007095321,0.018661942
21/1/2000,1445.569946,1453.180054,1439.599976,1441.359985,1209800000,-4.209960938,-0.002912319,0.009394273
24/1/2000,1441.359985,1454.089966,1395.420044,1401.530029,1115800000,-39.82995605,-0.027633594,0.040704559
25/1/2000,1401.530029,1414.26001,1388.48999,1410.030029,1073700000,8.5,0.0060648,0.018387062
26/1/2000,1410.030029,1412.72998,1400.160034,1404.089966,1117300000,-5.940063477,-0.004212721,0.008914666
27/1/2000,1404.089966,1418.859985,1370.98999,1398.560059,1129500000,-5.529907227,-0.003938428,0.034093253
28/1/2000,1398.560059,1398.560059,1356.199951,1360.160034,1095800000,-38.40002441,-0.027456829,0.030288372
31/1/2000,1360.160034,1394.47998,1350.140015,1394.459961,993800000,34.29992676,0.025217567,0.03259908
1/2/2000,1394.459961,1412.48999,1384.790039,1409.280029,981000000,14.82006836,0.010627819,0.019864286
2/2/2000,1409.280029,1420.609985,1403.48999,1409.119995,1038600000,-0.16003418,-0.000113557,0.012148044
3/2/2000,1409.119995,1425.780029,1398.52002,1424.969971,1146500000,15.84997559,0.011248138,0.019345414
4/2/2000,1424.969971,1435.910034,1420.630005,1424.369995,1045100000,-0.599975586,-0.000421044,0.010723054
7/2/2000,1424.369995,1427.150024,1413.329956,1424.23999,918100000,-0.130004883,-9.13E-05,0.009702583
8/2/2000,1424.23999,1441.829956,1424.23999,1441.719971,1047700000,17.47998047,0.012273199,0.012350423
9/2/2000,1441.719971,1444.550049,1411.650024,1411.709961,1050500000,-30.01000977,-0.020815422,0.022819982
10/2/2000,1411.699951,1422.099976,1406.430054,1416.829956,1058800000,5.119995117,0.003626804,0.011099958
11/2/2000,1416.829956,1416.829956,1378.890015,1387.119995,1025700000,-29.70996094,-0.02096932,0.026778049
14/2/2000,1387.119995,1394.930054,1380.530029,1389.939941,927300000,2.819946289,0.002032951,0.010381239
15/2/2000,1389.939941,1407.719971,1376.25,1402.050049,1092100000,12.11010742,0.008712684,0.022641245
16/2/2000,1402.050049,1404.550049,1385.579956,1387.670044,1018800000,-14.38000488,-0.010256413,0.013530254
17/2/2000,1387.670044,1399.880005,1380.069946,1388.26001,1034800000,0.58996582,0.000425148,0.01427577
18/2/2000,1388.26001,1388.589966,1345.319946,1346.089966,1042300000,-42.17004395,-0.030376186,0.031168527
22/2/2000,1346.089966,1358.109985,1331.880005,1352.170044,980000000,6.080078125,0.004516844,0.019486053
23/2/2000,1352.170044,1370.109985,1342.439941,1360.689941,993700000,8.519897461,0.006300907,0.020463435
24/2/2000,1360.689941,1364.800049,1329.880005,1353.430054,1215000000,-7.259887695,-0.005335446,0.025663484
25/2/2000,1353.430054,1362.140015,1329.150024,1333.359985,1065200000,-20.07006836,-0.01482904,0.024375098
28/2/2000,1333.359985,1360.819946,1325.069946,1348.050049,1026500000,14.69006348,0.011017327,0.026811964
29/2/2000,1348.050049,1369.630005,1348.050049,1366.420044,1204300000,18.36999512,0.013627087,0.016008275
1/3/2000,1366.420044,1383.459961,1366.420044,1379.189941,1274100000,12.76989746,0.009345514,0.012470482
2/3/2000,1379.189941,1386.560059,1370.349976,1381.76001,1198600000,2.570068359,0.001863462,0.011753336
3/3/2000,1381.76001,1410.880005,1381.76001,1409.170044,1150300000,27.41003418,0.019837044,0.021074568
6/3/2000,1409.170044,1409.73999,1384.75,1391.280029,1029000000,-17.89001465,-0.012695426,0.017733836
