Date,Open,High,Low,Close,Volume,Change,Price-Change,Amplitude
31/12/1999,11453.48047,11542.41016,11442.82031,11497.12012,43620000,0,0,0
3/1/2000,11501.84961,11522.00977,11305.69043,11357.50977,169750000,-139.6103516,-0.012143071,0.018815089
4/1/2000,11349.75,11350.05957,10986.4502,10997.92969,178420000,-359.5800781,-0.031660116,0.032014886
5/1/2000,10989.37012,11215.09961,10938.66992,11122.65039,203190000,124.7207031,0.01134038,0.025134702
6/1/2000,11113.37012,11313.4502,11098.4502,11253.25977,176550000,130.609375,0.011742649,0.019329925
7/1/2000,11247.05957,11528.13965,11239.91992,11522.55957,184900000,269.2998047,0.023930826,0.02561211
10/1/2000,11532.48047,11638.28027,11532.48047,11572.2002,168180000,49.640625,0.004308125,0.009181971
11/1/2000,11568.46973,11663.09961,11502.7002,11511.08008,177300000,-61.12011719,-0.005281633,0.013860753
12/1/2000,11506.73047,11612.53027,11505.17969,11551.09961,194060000,40.01953125,0.00347661,0.009325848
13/1/2000,11558.24023,11656.58008,11524.11035,11582.42969,174910000,31.33007813,0.002712303,0.011468149
14/1/2000,11619.34961,11750.28027,11612.53027,11722.98047,266830000,140.5507813,0.012134827,0.011893014
18/1/2000,11719.19043,11720.12012,11546.4502,11560.71973,200220000,-162.2607422,-0.013841253,0.014814485
19/1/2000,11535.24023,11574.67969,11456.00977,11489.36035,193090000,-71.359375,-0.006172572,0.010264925
20/1/2000,11490.29004,11558.7002,11274.98047,11351.2998,191230000,-138.0605469,-0.012016382,0.024694127
21/1/2000,11356.25977,11387.59961,11232.48047,11251.70996,205840000,-99.58984375,-0.008773431,0.01366532
24/1/2000,11251.94043,11366.5,10917.26953,11008.16992,202740000,-243.5400391,-0.021644714,0.039925529
25/1/2000,11010.95996,11079.51953,10883.4502,11029.88965,209230000,21.71972656,0.001973055,0.017811256
26/1/2000,11025.84961,11131.03027,11002.58008,11032.99023,188840000,3.100585938,0.000281108,0.011645646
27/1/2000,11035.5498,11164.13965,10915.40039,11028.01953,194280000,-4.970703125,-0.000450531,0.022545045
28/1/2000,11024.91992,11024.91992,10735.76953,10738.87012,183090000,-289.1494141,-0.026219523,0.026219612
31/1/2000,10735.76953,10956.66992,10701.63965,10940.53027,191880000,201.6601563,0.018778526,0.023748334
1/2/2000,10937.74023,11073.32031,10907.95996,11041.0498,183110000,100.5195313,0.009187812,0.015114473
2/2/2000,11037.63965,11118.92969,10987.07031,11003.2002,164170000,-37.84960938,-0.003428081,0.011942648
3/2/2000,11010.48047,11079.51953,10842.25977,11013.44043,178630000,10.24023438,0.00093066,0.021562796
4/2/2000,11014.37012,11089.4502,10943.01953,10963.7998,166590000,-49.640625,-0.004507277,0.013295633
7/2/2000,10965.96973,10970.94043,10846.21973,10905.79004,145660000,-58.00976563,-0.005291027,0.011375682
8/2/2000,10904.25977,11023.05957,10904.25977,10957.59961,168890000,51.80957031,0.004750648,0.010893278
9/2/2000,10948.82031,10948.82031,10698.84961,10699.16016,168550000,-258.4394531,-0.023585408,0.022812542
10/2/2000,10697.91992,10738.25,10606.40039,10643.62988,156390000,-55.53027344,-0.005190153,0.012323361
11/2/2000,10638.63965,10638.63965,10356.95996,10425.20996,193540000,-218.4199219,-0.020521187,0.026464626
14/2/2000,10431.65039,10549,10430.7998,10519.83984,167240000,94.62988281,0.009077024,0.01133792
15/2/2000,10520.15039,10763.07031,10494.48047,10718.08984,183320000,198.25,0.018845344,0.025531743
16/2/2000,10711.82031,10741.66992,10561.41016,10561.41016,163280000,-156.6796875,-0.014618247,0.016818273
17/2/2000,10565.75977,10671.86035,10454.61035,10514.57031,195830000,-46.83984375,-0.004434999,0.02057017
18/2/2000,10514.57031,10517.75,10199.98047,10219.51953,208930000,-295.0507813,-0.028061135,0.030221828
22/2/2000,10219.83008,10336.79004,10103.7998,10304.83984,194340000,85.3203125,0.00834876,0.022798551
23/2/2000,10294.82031,10338.34961,10164.91992,10225.73047,185280000,-79.109375,-0.007676915,0.016829926
24/2/2000,10242.48047,10248.05957,9942.780273,10092.62988,237540000,-133.1005859,-0.013016242,0.029854033
25/2/2000,10090.76953,10132.41992,9836.05957,9862.120117,195240000,-230.5097656,-0.022839415,0.029364036
28/2/2000,9854.660156,10156.54004,9842.570313,10038.65039,213230000,176.5302734,0.01789983,0.031835926
29/2/2000,10039.58008,10204.94043,10029.95996,10128.30957,191360000,89.65917969,0.008931398,0.017430677
1/3/2000,10128.11035,10186.33008,10084.55957,10137.92969,216780000,9.620117188,0.000949825,0.010048124
2/3/2000,10135.44043,10212.38965,10103.49023,10164.91992,206510000,26.99023438,0.002662302,0.01074178
3/3/2000,10171.12012,10443.51953,10171.12012,10367.2002,210460000,202.2802734,0.019899839,0.026797989
6/3/2000,10358.95996,10383.9502,10121.48047,10170.5,172590000,-196.7001953,-0.018973319,0.02531732
7/3/2000,10197.61035,10229.13965,9752.679688,9796.030273,278180000,-374.4697266,-0.036819205,0.04684725
8/3/2000,9800.69043,9918.889648,9731.80957,9856.530273,223310000,60.5,0.006175971,0.01909754
9/3/2000,9855.290039,10010.73047,9738.950195,10010.73047,187360000,154.2001953,0.01564447,0.027573625
10/3/2000,10008.5498,10091.38965,9907.259766,9928.820313,197440000,-81.91015625,-0.008182236,0.018393251
13/3/2000,9911.219727,9998.549805,9735.540039,9947.129883,186210000,18.30957031,0.001844083,0.026489528
14/3/2000,9957.669922,10043.2998,9811.240234,9811.240234,186080000,-135.8896484,-0.013661192,0.023329299
15/3/2000,9808.150391,10180.2002,9776.490234,10131.41016,204920000,320.1699219,0.032632971,0.041147699
16/3/2000,10139.58008,10632.45996,10138.33984,10630.59961,253790000,499.1894531,0.049271468,0.04877111
17/3/2000,10629.98047,10763.37988,10567.30957,10595.23047,247830000,-35.36914063,-0.003327107,0.018443956
20/3/2000,10594.75,10727.70996,10586.99023,10680.24023,177730000,85.00976563,0.008023399,0.013281422
21/3/2000,10680.24023,10907.33984,10603.61035,10907.33984,211950000,227.0996094,0.02126353,0.028438451
22/3/2000,10916.95996,10917.26953,10789.12988,10866.7002,195830000,-40.63964844,-0.003725899,0.01174802
23/3/2000,10884.37988,11136.61035,10831.01953,11119.86035,224710000,253.1601563,0.023296875,0.028121768
24/3/2000,11107.4502,11234.65039,11045.08984,11112.71973,217140000,-7.140625,-0.000642151,0.017047026
27/3/2000,11093.25,11170.82031,10982.73047,11025.84961,184880000,-86.87011719,-0.007817179,0.016925636
28/3/2000,11023.67969,11094.33984,10932.78027,10936.11035,177780000,-89.73925781,-0.008138988,0.0146528
29/3/2000,10939.0498,11101.5498,10910.75,11018.71973,199370000,82.609375,0.007553817,0.01744677
30/3/2000,11008.16992,11144.05957,10916.33984,10980.25,214190000,-38.46972656,-0.003491306,0.020666623
31/3/2000,10993.28027,11107.75977,10921.91992,10921.91992,179590000,-58.33007813,-0.005312272,0.016924919
3/4/2000,10863.28027,11223.79004,10862.96973,11221.92969,279950000,300.0097656,0.027468592,0.033036345
4/4/2000,11225.33984,11418.24023,10717.78027,11164.83984,319280000,-57.08984375,-0.005087346,0.062418851
5/4/2000,11163.29004,11218.20996,11002.58008,11033.91992,189310000,-130.9199219,-0.01172609,0.019313298
6/4/2000,11029.55957,11201.13965,11029.55957,11114.26953,161820000,80.34960938,0.007282055,0.015550238
7/4/2000,11122.03027,11192.4502,11062.76953,11111.48047,156500000,-2.7890625,-0.000250944,0.011667943
10/4/2000,11114.88965,11287.7002,11097.20996,11186.55957,150070000,75.07910156,0.006756895,0.017143551
11/4/2000,11180.98047,11361.15039,11102.48047,11287.08008,171130000,100.5205078,0.008985829,0.023123278
12/4/2000,11283.0498,11425.4502,11116.75,11125.12988,234780000,-161.9501953,-0.014348281,0.027349872
13/4/2000,11132.58008,11144.05957,10920.75977,10923.5498,200240000,-201.5800781,-0.018119346,0.020071658
14/4/2000,10922.84961,10922.84961,10201.53027,10305.76953,267580000,-617.7802734,-0.056554901,0.066033419
17/4/2000,10303.29004,10583.75,10232.5498,10582.50977,247520000,276.7402344,0.026852942,0.034078018
18/4/2000,10584.01953,10773.92969,10571.33984,10767.41992,218380000,184.9101563,0.017473186,0.019143837
19/4/2000,10748.96973,10789.44043,10632.15039,10674.95996,193860000,-92.45996094,-0.008587012,0.01460796
20/4/2000,10668.19043,10845.29004,10665.08984,10844.0498,158390000,169.0898438,0.015839857,0.016880644
24/4/2000,10822.33008,10910.75,10695.44043,10906.09961,295330000,62.04980469,0.005722014,0.019855089
25/4/2000,10916.65039,11136.61035,10881.04004,11124.82031,240200000,218.7207031,0.020054897,0.023433704
26/4/2000,11127.91992,11141.87988,10902.05957,10945.5,198970000,-179.3203125,-0.01611894,0.02155723
27/4/2000,10941.91016,10941.91016,10747.25,10888.09961,192920000,-57.40039063,-0.0052442,0.017784492
28/4/2000,10892.75977,10959.23047,10715.2998,10733.91016,173520000,-154.1894531,-0.014161282,0.02240342
1/5/2000,10749.41992,10926.25977,10724.21973,10811.78027,174020000,77.87011719,0.00725459,0.018822595
2/5/2000,10805.58008,10824.5,10710.01953,10731.12012,208610000,-80.66015625,-0.007460395,0.010588494
3/5/2000,10732.20996,10732.20996,10400.08984,10480.12988,200220000,-250.9902344,-0.023389006,0.03094925
4/5/2000,10478.88965,10523.09961,10407.53027,10412.49023,169170000,-67.63964844,-0.006454085,0.011027472
5/5/2000,10409.7002,10585.91992,10375.80957,10577.86035,138300000,165.3701172,0.015881899,0.020178684
8/5/2000,10571.30957,10627.84961,10522.07031,10603.62988,144180000,25.76953125,0.002436176,0.010000066
9/5/2000,10607.54004,10684.84961,10514.25,10536.75,166320000,-66.87988281,-0.006307263,0.016088793
10/5/2000,10533.08984,10533.08984,10292.09961,10367.78027,225970000,-168.9697266,-0.016036228,0.022871401
11/5/2000,10369.26953,10575.09961,10369.26953,10545.96973,185720000,178.1894531,0.017186847,0.019852859
12/5/2000,10549.05957,10673.79004,10543.91992,10609.37012,137770000,63.40039063,0.006011812,0.012314668
15/5/2000,10606.96973,10811.5498,10605.25977,10807.78027,155810000,198.4101563,0.018701408,0.019444136
16/5/2000,10816.00977,10971.24023,10816.00977,10934.57031,181920000,126.7900391,0.011731367,0.014362845
17/5/2000,10930.63965,10930.63965,10752.61035,10769.74023,169570000,-164.8300781,-0.015074216,0.016281325
18/5/2000,10771.7998,10864.32031,10764.25977,10777.28027,161220000,7.540039063,0.000700113,0.009290897
19/5/2000,10764.21973,10764.21973,10570.65039,10626.84961,188270000,-150.4306641,-0.013958129,0.017960871
22/5/2000,10624.79004,10664.54004,10369.49023,10542.5498,185570000,-84.29980469,-0.007932718,0.02776456
23/5/2000,10539.12012,10557.4502,10416.78027,10422.26953,157080000,-120.2802734,-0.011409031,0.013343064
24/5/2000,10420.90039,10554.87988,10364.00977,10535.34961,225350000,113.0800781,0.010849852,0.018313681
25/5/2000,10529.87012,10558.65039,10266,10323.91992,184380000,-211.4296875,-0.020068597,0.027777948
26/5/2000,10322.88965,10387.66016,10258.80957,10299.24023,129200000,-24.6796875,-0.002390535,0.012480781
30/5/2000,10302.30957,10528.15039,10302.30957,10527.12988,165450000,227.8896484,0.022126841,0.021927911
31/5/2000,10528.28027,10599.42969,10490.7998,10522.33008,162880000,-4.799804688,-0.000455946,0.010319041
1/6/2000,10532.26953,10673.4502,10513.08008,10652.2002,183990000,129.8701172,0.012342334,0.015240932
2/6/2000,10660.08984,10846.08008,10660.08984,10794.75977,200900000,142.5595703,0.01338311,0.017460265
5/6/2000,10793.11035,10863,10752.28027,10815.2998,151120000,20.54003906,0.001902779,0.010256803
6/6/2000,10822.61035,10822.61035,10707.71973,10735.57031,169370000,-79.72949219,-0.007371917,0.010622972
7/6/2000,10733.48047,10848.37988,10695.17969,10812.86035,154430000,77.29003906,0.007199435,0.014270336
8/6/2000,10818.78027,10823.66016,10635.73047,10668.71973,176280000,-144.140625,-0.013330481,0.017380201
9/6/2000,10678.46973,10763.76953,10588.29004,10614.05957,136750000,-54.66015625,-0.005123404,0.016448037
12/6/2000,10615.12012,10652.58984,10564.20996,10564.20996,136750000,-49.84960938,-0.004696564,0.00832668
13/6/2000,10562.30957,10654.71973,10492.79004,10621.83984,155190000,57.62988281,0.0054552,0.01532814
14/6/2000,10632.45996,10737.70996,10624.67969,10687.9502,166340000,66.11035156,0.006224002,0.010641308
15/6/2000,10689.62988,10763.7002,10669.20996,10714.82031,176200000,26.87011719,0.002514057,0.008840819
16/6/2000,10717.75977,10724.83008,10449.2998,10449.2998,233100000,-265.5205078,-0.024780678,0.025714876
19/6/2000,10448.40039,10597.44043,10440.11035,10557.83984,169330000,108.5400391,0.010387303,0.015056519
20/6/2000,10558.90039,10561.37988,10407.94043,10435.16016,179000000,-122.6796875,-0.011619772,0.014533224
21/6/2000,10446.83008,10521.07031,10410.05957,10497.74023,204540000,62.58007813,0.005997041,0.010638145
22/6/2000,10495.96973,10495.96973,10335.45996,10376.12012,189280000,-121.6201172,-0.011585362,0.015289935
23/6/2000,10376.46973,10478.65039,10376.46973,10404.75,142390000,28.62988281,0.002759209,0.009847676
26/6/2000,10403.69043,10566.67969,10403.69043,10542.99023,157390000,138.2402344,0.013286262,0.015664889
27/6/2000,10541.58008,10615.83008,10504.45996,10504.45996,159240000,-38.53027344,-0.003654587,0.010563428
28/6/2000,10506.38965,10620.41992,10506.38965,10527.79004,189270000,23.33007813,0.002220969,0.010855415
29/6/2000,10523.90039,10523.90039,10359.5,10398.04004,168670000,-129.75,-0.012324524,0.01561585
30/6/2000,10393.08984,10448.24023,10336.16016,10447.88965,224060000,49.84960938,0.004794135,0.010778962
3/7/2000,10450.36035,10565.62012,10422.08008,10560.66992,74690000,112.7802734,0.010794551,0.013738663
5/7/2000,10538.23047,10572.69043,10463.17969,10483.59961,154490000,-77.0703125,-0.007297862,0.010369678
6/7/2000,10481.4502,10527.79004,10393.08984,10481.46973,147120000,-2.129882813,-0.000203163,0.012848659
7/7/2000,10483.33008,10658.25,10483.33008,10635.98047,158820000,154.5107422,0.014741324,0.016688492
10/7/2000,10627.13965,10703.15039,10604.86035,10646.58008,148470000,10.59960938,0.00099658,0.009241277
11/7/2000,10649.05957,10807.4502,10626.79004,10727.19043,160920000,80.61035156,0.007571478,0.016968844
12/7/2000,10722.24023,10834.32031,10722.24023,10783.75977,151430000,56.56933594,0.005273453,0.010448223
13/7/2000,10774.91992,10829.73047,10754.41992,10788.70996,175240000,4.950195313,0.000459042,0.0069837
14/7/2000,10793.30957,10821.9502,10753.70996,10812.75,150970000,24.04003906,0.002228259,0.006325152
17/7/2000,10812.40039,10847.40039,10749.46973,10804.26953,162780000,-8.48046875,-0.000784303,0.009056962
18/7/2000,10799.16016,10799.16016,10703.05957,10739.91992,170620000,-64.34960938,-0.005955943,0.008894686
19/7/2000,10724.15039,10790.48047,10685.48047,10696.08008,213930000,-43.83984375,-0.004081953,0.009776609
20/7/2000,10700.67969,10874.62988,10700.67969,10843.87012,178590000,147.7900391,0.013817215,0.016262986
21/7/2000,10843.50977,10851.65039,10716.15039,10733.55957,170710000,-110.3105469,-0.010172618,0.012495539
24/7/2000,10731.44043,10778.11035,10678.40039,10685.12012,147970000,-48.43945313,-0.004512897,0.009289552
25/7/2000,10689.28027,10744.51953,10680.16992,10699.96973,168950000,14.84960938,0.001389747,0.006022357
26/7/2000,10689.36035,10692.5498,10516.48047,10516.48047,201880000,-183.4892578,-0.017148577,0.016455125
27/7/2000,10516.83008,10643.40039,10516.83008,10586.12988,160760000,69.64941406,0.006622882,0.012035425
28/7/2000,10594.96973,10649.05957,10464.5,10511.16992,174720000,-74.95996094,-0.00708096,0.017434093
31/7/2000,10514.29004,10603.29004,10497.7998,10521.98047,175820000,10.81054688,0.001028482,0.010036013
1/8/2000,10523.80957,10626.91992,10516.75977,10606.9502,151420000,84.96972656,0.00807545,0.010469527
2/8/2000,10609.15039,10724.53027,10587.54004,10687.53027,163400000,80.58007813,0.007596913,0.012915139
3/8/2000,10679.37012,10744.30957,10623.44043,10706.58008,161580000,19.04980469,0.001782433,0.011309361
4/8/2000,10713.36035,10769.9502,10664.45996,10767.75,150750000,61.16992188,0.005713302,0.009852841
7/8/2000,10773.98047,10892.28027,10736.98047,10867.00977,145090000,99.25976563,0.009218246,0.014422679
8/8/2000,10865.15039,10988.25,10836.61035,10976.88965,204720000,109.8798828,0.010111326,0.013954128
9/8/2000,10970.94043,10978.26953,10892.65039,10905.83008,186430000,-71.05957031,-0.006473562,0.007799945
10/8/2000,10901.05957,10946.49023,10886.79004,10908.75977,144290000,2.9296875,0.000268635,0.005474154
11/8/2000,10905.98047,11067.73047,10902.67969,11027.7998,155120000,119.0400391,0.010912335,0.015130114
14/8/2000,11027.07031,11177.61035,11006.19043,11176.13965,140280000,148.3398438,0.013451445,0.015544345
15/8/2000,11175.0498,11175.0498,11046.12012,11067,155190000,-109.1396484,-0.009765416,0.011536156
16/8/2000,11068.83008,11088.96973,10961.13965,11008.38965,162550000,-58.61035156,-0.005295957,0.011550563
17/8/2000,11010.9502,11091.54004,10984.40039,11055.63965,177570000,47.25,0.004292181,0.009732545
18/8/2000,11051.2002,11082.37988,11006.19043,11046.48047,164870000,-9.159179688,-0.000828462,0.006891456
21/8/2000,11058.84961,11106.19043,11027.07031,11079.80957,147300000,33.32910156,0.003017169,0.007162473
22/8/2000,11082.2002,11189.7002,11081.28027,11139.15039,146810000,59.34082031,0.005355762,0.00978536
23/8/2000,11130.5498,11172.2998,11059.66992,11144.65039,145650000,5.5,0.000493754,0.010111174
24/8/2000,11143.91016,11197.75977,11120.09961,11182.74023,143970000,38.08984375,0.003417769,0.00696838
25/8/2000,11182.74023,11210.94043,11155.62988,11192.62988,127920000,9.889648438,0.000884367,0.004946064
28/8/2000,11194.48047,11319.05957,11188.92969,11252.83984,166710000,60.20996094,0.005379429,0.01162639
29/8/2000,11249.26953,11256.16992,11196.59961,11215.09961,149300000,-37.74023438,-0.003353841,0.005293803
30/8/2000,11209.00977,11210.29004,11096.34961,11103.00977,146490000,-112.0898438,-0.009994547,0.010159556
31/8/2000,11105.23047,11310.5498,11104.86035,11215.09961,183320000,112.0898438,0.010095447,0.018525558
1/9/2000,11219.54004,11313.59961,11219.54004,11238.78027,125140000,23.68066406,0.002111498,0.008386869
5/9/2000,11221.75977,11301.66992,11184.76953,11260.61035,174500000,21.83007813,0.001942389,0.010401519
6/9/2000,11253.58008,11401.19043,11253.20996,11310.63965,224760000,50.02929688,0.004442858,0.013141425
7/9/2000,11316.00977,11323.87012,11223.24023,11259.87012,222220000,-50.76953125,-0.004488653,0.008896922
8/9/2000,11261.71973,11261.71973,11191.0498,11220.65039,181620000,-39.21972656,-0.003483142,0.006276264
11/9/2000,11219.54004,11286.12988,11139.25977,11195.49023,160120000,-25.16015625,-0.002242308,0.01308927
12/9/2000,11197.70996,11255.7998,11113.73047,11233.23047,172030000,37.74023438,0.003371021,0.012689872
13/9/2000,11225.03027,11231.00977,11140.74023,11182.17969,216210000,-51.05078125,-0.004544622,0.008035937
14/9/2000,11189.58008,11208.07031,11069.33984,11087.46973,218810000,-94.70996094,-0.008469723,0.012406389
15/9/2000,11087.83984,11110.04004,10916.91992,10927,291270000,-160.4697266,-0.01447307,0.017417871
18/9/2000,10926.41992,10935.58008,10798.16992,10808.51953,198950000,-118.4804688,-0.010842909,0.012575287
19/9/2000,10812.21973,10839.13965,10761.91016,10789.29004,214080000,-19.22949219,-0.001779105,0.007145242
20/9/2000,10794.46973,10824.05957,10567.32031,10687.91992,243780000,-101.3701172,-0.009395439,0.023795751
21/9/2000,10680.51953,10783.37012,10660.54004,10765.51953,186170000,77.59960938,0.007260497,0.011492421
22/9/2000,10678.2998,10858.09961,10621.7002,10847.37012,487370000,81.85058594,0.007603032,0.021958942
25/9/2000,10847.37012,10897.30957,10783,10808.15039,259920000,-39.21972656,-0.003615598,0.010537999
26/9/2000,10806.2998,10813.24023,10615.78027,10631.32031,321770000,-176.8300781,-0.016360808,0.018269542
27/9/2000,10631.32031,10678.66992,10579.51953,10628.36035,271660000,-2.959960938,-0.000278419,0.009326254
28/9/2000,10629.83984,10856.25,10623.17969,10824.05957,233190000,195.6992188,0.018412927,0.021929094
29/9/2000,10821.40039,10821.40039,10650.5498,10650.91992,236360000,-173.1396484,-0.015995814,0.015784335
2/10/2000,10659.05957,10721.21973,10631.32031,10700.12988,215090000,49.20996094,0.004620255,0.00844053
3/10/2000,10709.83984,10857.73047,10709.83984,10719.74023,259600000,19.61035156,0.001832721,0.013821386
4/10/2000,10723.33008,10849.95996,10713.62012,10784.48047,264380000,64.74023438,0.006039347,0.012718577
5/10/2000,10783.71973,10843.2998,10722.7002,10724.91992,217400000,-59.56054688,-0.005522802,0.0111827
6/10/2000,10726.75977,10779.84961,10518.84961,10596.54004,237860000,-128.3798828,-0.011970242,0.024335846
9/10/2000,10596.91016,10641.30957,10546.23047,10568.42969,167770000,-28.11035156,-0.002652786,0.008972655
10/10/2000,10569.16992,10623.5498,10488.88965,10524.40039,212070000,-44.02929688,-0.004166115,0.012741737
11/10/2000,10521.07031,10566.58008,10350.88965,10413.79004,324520000,-110.6103516,-0.010509896,0.02049432
12/10/2000,10424.13965,10460.40039,10023.49023,10034.58008,367130000,-379.2099609,-0.036414212,0.041954961
